from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
West Gloucester-S,West Gloucester,1,,,,,,CR-Saturday-Fall-20-1100-MRRockportB1,CR-Saturday-Fall-20-1100-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Saturday-Fall-20-1102-MRRockportB1,CR-Saturday-Fall-20-1102-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Saturday-Fall-20-1104-MRRockportB1,CR-Saturday-Fall-20-1104-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Saturday-Fall-20-1106-MRRockportB1,CR-Saturday-Fall-20-1106-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Saturday-Fall-20-1108-MRRockportB1,CR-Saturday-Fall-20-1108-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Saturday-Fall-20-1110-MRRockportB1,CR-Saturday-Fall-20-1110-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Saturday-Fall-20-1112-MRRockportB1,CR-Saturday-Fall-20-1112-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Sunday-Fall-20-2100-MRRockportB1,CR-Sunday-Fall-20-2100-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Sunday-Fall-20-2102-MRRockportB1,CR-Sunday-Fall-20-2102-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Sunday-Fall-20-2104-MRRockportB1,CR-Sunday-Fall-20-2104-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Sunday-Fall-20-2106-MRRockportB1,CR-Sunday-Fall-20-2106-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Sunday-Fall-20-2108-MRRockportB1,CR-Sunday-Fall-20-2108-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Sunday-Fall-20-2110-MRRockportB1,CR-Sunday-Fall-20-2110-MRRockport
West Gloucester-S,West Gloucester,1,,,,,,CR-Sunday-Fall-20-2112-MRRockportB1,CR-Sunday-Fall-20-2112-MRRockport
place-north,21458,1,,,,,1,,
10642,70001,2,177,117,149,60,1,,
10642,875,2,269,149,247,120,1,,
10642,Forest Hills,2,498,198,316,300,1,,
10642,Forest Hills-01,2,177,117,149,60,1,,
10642,Forest Hills-02,2,177,117,149,60,1,,
10642,NEC-2237,2,498,198,316,300,1,,
10642,NEC-2237-03,2,498,198,316,300,1,,
10642,NEC-2237-05,2,498,198,316,300,1,,
11531,70006,2,115,55,126,60,1,,
11531,70007,2,115,55,126,60,1,,
121,70085,2,255,195,299,60,1,,
121,70086,2,255,195,299,60,1,,
121,70095,2,251,191,294,60,1,,
121,70096,2,251,191,294,60,1,,
121,JFK/UMASS,2,388,88,114,300,1,,
121,MM-0023-S,2,388,88,114,300,1,,
1222,1258,2,230,110,142,120,1,,
1222,1323,2,223,103,133,120,1,,
1222,1357,2,207,87,113,120,1,,
1222,70008,2,212,152,243,60,1,,
1222,70009,2,212,152,243,60,1,,
12301,23151,2,310,190,440,120,1,,
12301,2430,2,314,194,404,120,1,,
12301,2460,2,308,188,460,120,1,,
12301,70065,2,298,238,279,60,1,,
12301,70066,2,298,238,313,60,1,,
12301,Porter Square,2,405,105,237,300,1,,
1258,1222,2,230,110,142,120,1,,
1258,1357,2,164,44,57,120,1,,
13,70083,2,145,85,169,60,1,,
13,70084,2,143,83,167,60,1,,
1323,1222,2,223,103,133,120,1,,
1323,1357,2,157,37,48,120,1,,
1357,1222,2,207,87,113,120,1,,
1357,1258,2,164,44,57,120,1,,
1357,1323,2,157,37,48,120,1,,
1357,70008,2,145,85,158,60,1,,
1357,70009,2,145,85,158,60,1,,
141,70061,2,197,137,263,60,1,,
141,Alewife-01,2,197,137,263,60,1,,
141,Alewife-02,2,197,137,263,60,1,,
1415,14150,2,212,92,120,120,1,,
14150,1415,2,212,92,120,120,1,,
15795,70059,2,142,82,103,60,1,,
15795,70060,2,249,189,269,60,1,,
15880,5879,2,179,59,161,120,1,,
15880,5880,2,179,59,161,120,1,,
15880,70051,2,106,46,140,60,1,,
15880,70052,2,80,20,24,60,1,,
17861,17862,2,160,40,111,120,1,,
17861,17863,2,172,52,127,120,1,,
17861,70010,2,116,56,145,60,1,,
17861,70011,2,116,56,145,60,1,,
17861,NEC-2265,2,310,10,13,300,1,,
17861,NEC-2265-01,2,353,53,118,300,1,,
17861,NEC-2265-02,2,428,128,226,300,1,,
17861,NEC-2265-03,2,353,53,118,300,1,,
17861,Ruggles,2,353,53,118,300,1,,
17861,Ruggles-01,2,353,53,118,300,1,,
17861,Ruggles-02,2,428,128,226,300,1,,
17861,Ruggles-03,2,353,53,118,300,1,,
17862,17861,2,160,40,111,120,1,,
17862,17863,2,132,12,15,120,1,,
17862,70010,2,116,56,205,60,1,,
17862,70011,2,116,56,205,60,1,,
17862,NEC-2265,2,330,30,99,300,1,,
17862,NEC-2265-01,2,332,32,152,300,1,,
17862,NEC-2265-02,2,398,98,126,300,1,,
17862,NEC-2265-03,2,332,32,152,300,1,,
17862,Ruggles,2,332,32,152,300,1,,
17862,Ruggles-01,2,332,32,152,300,1,,
17862,Ruggles-02,2,398,98,126,300,1,,
17862,Ruggles-03,2,332,32,152,300,1,,
17863,17861,2,172,52,127,120,1,,
17863,17862,2,132,12,15,120,1,,
17863,70010,2,127,67,220,60,1,,
17863,70011,2,127,67,220,60,1,,
17863,NEC-2265,2,342,42,114,300,1,,
17863,NEC-2265-01,2,344,44,167,300,1,,
17863,NEC-2265-02,2,409,109,142,300,1,,
17863,NEC-2265-03,2,344,44,167,300,1,,
17863,Ruggles,2,344,44,167,300,1,,
17863,Ruggles-01,2,344,44,167,300,1,,
17863,Ruggles-02,2,409,109,142,300,1,,
17863,Ruggles-03,2,344,44,167,300,1,,
185,18511,2,146,26,34,120,1,,
185,70275,2,155,35,42,120,1,,
185,70276,2,153,33,40,120,1,,
18511,185,2,146,26,34,120,1,,
18511,70275,2,177,57,71,120,1,,
18511,70276,2,149,29,35,120,1,,
20761,20762,2,151,31,40,120,1,,
20761,70067,2,98,38,50,60,1,,
20761,70068,2,92,32,41,60,1,,
20762,20761,2,151,31,40,120,1,,
20762,70067,2,98,38,50,60,1,,
20762,70068,2,92,32,41,60,1,,
21917,70174,2,240,120,153,120,1,,
21917,70175,2,293,173,220,120,1,,
23151,12301,2,309,189,440,120,1,,
23151,2460,2,284,164,426,120,1,,
23391,70014,2,159,99,162,60,1,,
23391,70015,2,159,99,162,60,1,,
23391,Back Bay,2,363,63,82,300,1,,
23391,Back Bay-01,2,343,43,108,300,1,,
23391,Back Bay-02,2,383,83,183,300,1,,
23391,Back Bay-03,2,343,43,108,300,1,,
23391,Back Bay-05,2,481,181,282,300,1,,
23391,Back Bay-07,2,481,181,282,300,1,,
23391,NEC-2276,2,363,63,82,300,1,,
23391,NEC-2276-01,2,343,43,108,300,1,,
23391,NEC-2276-02,2,383,83,183,300,1,,
23391,NEC-2276-03,2,343,43,108,300,1,,
23391,WML-0012-05,2,481,181,282,300,1,,
23391,WML-0012-07,2,481,181,282,300,1,,
2430,12301,2,314,194,404,120,1,,
2430,2460,2,289,169,390,120,1,,
2460,12301,2,308,188,460,120,1,,
2460,23151,2,285,165,426,120,1,,
2460,2430,2,289,169,390,120,1,,
2460,70065,2,276,216,265,60,1,,
2460,70066,2,276,216,299,60,1,,
2460,Porter Square,2,380,80,223,300,1,,
29001,29002,2,136,16,21,120,1,,
29001,29003,2,145,25,33,120,1,,
29001,29004,2,155,35,45,120,1,,
29001,29005,2,164,44,57,120,1,,
29001,29006,2,174,54,70,120,1,,
29001,29007,2,171,51,66,120,1,,
29001,29008,2,164,44,57,120,1,,
29001,29009,2,164,44,57,120,1,,
29001,29010,2,164,44,57,120,1,,
29001,29011,2,164,44,57,120,1,,
29001,29012,2,164,44,57,120,1,,
29001,29013,2,164,44,57,120,1,,
29001,29014,2,164,44,57,120,1,,
29001,70030,2,93,33,43,60,1,,
29001,70031,2,93,33,43,60,1,,
29002,29001,2,136,16,21,120,1,,
29002,29003,2,130,10,13,120,1,,
29002,29004,2,139,19,25,120,1,,
29002,29005,2,148,28,37,120,1,,
29002,29006,2,158,38,49,120,1,,
29002,29007,2,171,51,66,120,1,,
29002,29008,2,164,44,57,120,1,,
29002,29009,2,164,44,57,120,1,,
29002,29010,2,164,44,57,120,1,,
29002,29011,2,164,44,57,120,1,,
29002,29012,2,164,44,57,120,1,,
29002,29013,2,164,44,57,120,1,,
29002,29014,2,164,44,57,120,1,,
29002,70030,2,93,33,43,60,1,,
29002,70031,2,93,33,43,60,1,,
29003,29001,2,145,25,33,120,1,,
29003,29002,2,130,10,13,120,1,,
29003,29004,2,130,10,13,120,1,,
29003,29005,2,139,19,24,120,1,,
29003,29006,2,149,29,37,120,1,,
29003,29007,2,171,51,66,120,1,,
29003,29008,2,164,44,57,120,1,,
29003,29009,2,164,44,57,120,1,,
29003,29010,2,164,44,57,120,1,,
29003,29011,2,164,44,57,120,1,,
29003,29012,2,164,44,57,120,1,,
29003,29013,2,164,44,57,120,1,,
29003,29014,2,164,44,57,120,1,,
29003,70030,2,86,26,34,60,1,,
29003,70031,2,86,26,34,60,1,,
29004,29001,2,155,35,45,120,1,,
29004,29002,2,139,19,25,120,1,,
29004,29003,2,130,10,13,120,1,,
29004,29005,2,129,9,11,120,1,,
29004,29006,2,139,19,24,120,1,,
29004,29007,2,171,51,66,120,1,,
29004,29008,2,164,44,57,120,1,,
29004,29009,2,164,44,57,120,1,,
29004,29010,2,164,44,57,120,1,,
29004,29011,2,164,44,57,120,1,,
29004,29012,2,164,44,57,120,1,,
29004,29013,2,164,44,57,120,1,,
29004,29014,2,164,44,57,120,1,,
29004,70030,2,86,26,34,60,1,,
29004,70031,2,86,26,34,60,1,,
29005,29001,2,164,44,57,120,1,,
29005,29002,2,148,28,37,120,1,,
29005,29003,2,139,19,24,120,1,,
29005,29004,2,129,9,11,120,1,,
29005,29006,2,130,10,13,120,1,,
29005,29007,2,171,51,66,120,1,,
29005,29008,2,164,44,57,120,1,,
29005,29009,2,164,44,57,120,1,,
29005,29010,2,164,44,57,120,1,,
29005,29011,2,164,44,57,120,1,,
29005,29012,2,164,44,57,120,1,,
29005,29013,2,164,44,57,120,1,,
29005,29014,2,164,44,57,120,1,,
29005,70030,2,86,26,34,60,1,,
29005,70031,2,86,26,34,60,1,,
29006,29001,2,174,54,70,120,1,,
29006,29002,2,158,38,49,120,1,,
29006,29003,2,149,29,37,120,1,,
29006,29004,2,139,19,24,120,1,,
29006,29005,2,130,10,13,120,1,,
29006,29007,2,171,51,66,120,1,,
29006,29008,2,164,44,57,120,1,,
29006,29009,2,164,44,57,120,1,,
29006,29010,2,164,44,57,120,1,,
29006,29011,2,164,44,57,120,1,,
29006,29012,2,164,44,57,120,1,,
29006,29013,2,164,44,57,120,1,,
29006,29014,2,164,44,57,120,1,,
29006,70030,2,86,26,34,60,1,,
29006,70031,2,86,26,34,60,1,,
29007,29001,2,171,51,66,120,1,,
29007,29002,2,171,51,66,120,1,,
29007,29003,2,171,51,66,120,1,,
29007,29004,2,171,51,66,120,1,,
29007,29005,2,171,51,66,120,1,,
29007,29006,2,171,51,66,120,1,,
29007,29008,2,135,15,20,120,1,,
29007,29009,2,146,26,33,120,1,,
29007,29010,2,155,35,45,120,1,,
29007,29011,2,143,23,29,120,1,,
29007,29012,2,150,30,38,120,1,,
29007,29013,2,160,40,51,120,1,,
29007,29014,2,169,49,63,120,1,,
29007,70030,2,87,27,35,60,1,,
29007,70031,2,87,27,35,60,1,,
29008,29001,2,164,44,57,120,1,,
29008,29002,2,164,44,57,120,1,,
29008,29003,2,164,44,57,120,1,,
29008,29004,2,164,44,57,120,1,,
29008,29005,2,164,44,57,120,1,,
29008,29006,2,164,44,57,120,1,,
29008,29007,2,135,15,20,120,1,,
29008,29009,2,131,11,14,120,1,,
29008,29010,2,140,20,25,120,1,,
29008,29011,2,148,28,36,120,1,,
29008,29012,2,154,34,44,120,1,,
29008,29013,2,164,44,57,120,1,,
29008,29014,2,173,53,69,120,1,,
29008,70030,2,80,20,26,60,1,,
29008,70031,2,80,20,26,60,1,,
29009,29001,2,164,44,57,120,1,,
29009,29002,2,164,44,57,120,1,,
29009,29003,2,164,44,57,120,1,,
29009,29004,2,164,44,57,120,1,,
29009,29005,2,164,44,57,120,1,,
29009,29006,2,164,44,57,120,1,,
29009,29007,2,146,26,33,120,1,,
29009,29008,2,131,11,14,120,1,,
29009,29010,2,129,9,12,120,1,,
29009,29011,2,158,38,49,120,1,,
29009,29012,2,165,45,58,120,1,,
29009,29013,2,175,55,71,120,1,,
29009,29014,2,184,64,83,120,1,,
29009,70030,2,80,20,26,60,1,,
29009,70031,2,80,20,26,60,1,,
29010,29001,2,164,44,57,120,1,,
29010,29002,2,164,44,57,120,1,,
29010,29003,2,164,44,57,120,1,,
29010,29004,2,164,44,57,120,1,,
29010,29005,2,164,44,57,120,1,,
29010,29006,2,164,44,57,120,1,,
29010,29007,2,155,35,45,120,1,,
29010,29008,2,140,20,25,120,1,,
29010,29009,2,129,9,12,120,1,,
29010,29011,2,167,47,61,120,1,,
29010,29012,2,174,54,70,120,1,,
29010,29013,2,184,64,83,120,1,,
29010,29014,2,193,73,95,120,1,,
29010,70030,2,80,20,26,60,1,,
29010,70031,2,80,20,26,60,1,,
29011,29001,2,164,44,57,120,1,,
29011,29002,2,164,44,57,120,1,,
29011,29003,2,164,44,57,120,1,,
29011,29004,2,164,44,57,120,1,,
29011,29005,2,164,44,57,120,1,,
29011,29006,2,164,44,57,120,1,,
29011,29007,2,143,23,29,120,1,,
29011,29008,2,148,28,36,120,1,,
29011,29009,2,158,38,49,120,1,,
29011,29010,2,167,47,61,120,1,,
29011,29012,2,135,15,19,120,1,,
29011,29013,2,145,25,33,120,1,,
29011,29014,2,154,34,45,120,1,,
29011,70030,2,80,20,26,60,1,,
29011,70031,2,80,20,26,60,1,,
29012,29001,2,164,44,57,120,1,,
29012,29002,2,164,44,57,120,1,,
29012,29003,2,164,44,57,120,1,,
29012,29004,2,164,44,57,120,1,,
29012,29005,2,164,44,57,120,1,,
29012,29006,2,164,44,57,120,1,,
29012,29007,2,150,30,38,120,1,,
29012,29008,2,154,34,44,120,1,,
29012,29009,2,165,45,58,120,1,,
29012,29010,2,174,54,70,120,1,,
29012,29011,2,135,15,19,120,1,,
29012,29013,2,131,11,14,120,1,,
29012,29014,2,140,20,26,120,1,,
29012,70030,2,80,20,26,60,1,,
29012,70031,2,80,20,26,60,1,,
29013,29001,2,164,44,57,120,1,,
29013,29002,2,164,44,57,120,1,,
29013,29003,2,164,44,57,120,1,,
29013,29004,2,164,44,57,120,1,,
29013,29005,2,164,44,57,120,1,,
29013,29006,2,164,44,57,120,1,,
29013,29007,2,160,40,51,120,1,,
29013,29008,2,164,44,57,120,1,,
29013,29009,2,175,55,71,120,1,,
29013,29010,2,184,64,83,120,1,,
29013,29011,2,145,25,33,120,1,,
29013,29012,2,131,11,14,120,1,,
29013,29014,2,129,9,12,120,1,,
29013,70030,2,80,20,26,60,1,,
29013,70031,2,80,20,26,60,1,,
29014,29001,2,164,44,57,120,1,,
29014,29002,2,164,44,57,120,1,,
29014,29003,2,164,44,57,120,1,,
29014,29004,2,164,44,57,120,1,,
29014,29005,2,164,44,57,120,1,,
29014,29006,2,164,44,57,120,1,,
29014,29007,2,169,49,63,120,1,,
29014,29008,2,173,53,69,120,1,,
29014,29009,2,184,64,83,120,1,,
29014,29010,2,193,73,95,120,1,,
29014,29011,2,154,34,45,120,1,,
29014,29012,2,140,20,26,120,1,,
29014,29013,2,129,9,12,120,1,,
29014,70030,2,80,20,26,60,1,,
29014,70031,2,80,20,26,60,1,,
3125,70097,2,192,132,208,60,1,,
3125,70098,2,192,132,208,60,1,,
32001,32002,2,150,30,39,120,1,,
32001,32003,2,160,40,52,120,1,,
32001,32004,2,169,49,63,120,1,,
32001,32005,2,179,59,76,120,1,,
32001,70101,2,101,41,114,60,1,,
32001,70102,2,101,41,114,60,1,,
32001,MM-0079-S,2,360,60,142,300,1,,
32001,Quincy Center,2,360,60,142,300,1,,
32002,32001,2,150,30,39,120,1,,
32002,32003,2,170,50,65,120,1,,
32002,32004,2,179,59,76,120,1,,
32002,32005,2,189,69,89,120,1,,
32002,70101,2,111,51,127,60,1,,
32002,70102,2,111,51,127,60,1,,
32002,MM-0079-S,2,370,70,155,300,1,,
32002,Quincy Center,2,370,70,155,300,1,,
32003,32001,2,160,40,52,120,1,,
32003,32002,2,170,50,65,120,1,,
32003,32004,2,189,69,89,120,1,,
32003,32005,2,199,79,102,120,1,,
32003,70101,2,121,61,140,60,1,,
32003,70102,2,121,61,140,60,1,,
32003,MM-0079-S,2,380,80,167,300,1,,
32003,Quincy Center,2,380,80,167,300,1,,
32004,32001,2,169,49,63,120,1,,
32004,32002,2,179,59,76,120,1,,
32004,32003,2,189,69,89,120,1,,
32004,32005,2,208,88,114,120,1,,
32004,70101,2,130,70,152,60,1,,
32004,70102,2,130,70,152,60,1,,
32004,MM-0079-S,2,389,89,179,300,1,,
32004,Quincy Center,2,389,89,179,300,1,,
32005,32001,2,179,59,76,120,1,,
32005,32002,2,189,69,89,120,1,,
32005,32003,2,199,79,102,120,1,,
32005,32004,2,208,88,114,120,1,,
32005,70101,2,140,80,165,60,1,,
32005,70102,2,140,80,165,60,1,,
32005,MM-0079-S,2,399,99,192,300,1,,
32005,Quincy Center,2,399,99,192,300,1,,
323,70089,2,109,49,61,60,1,,
323,70090,2,108,48,60,60,1,,
334,70093,2,115,55,100,60,1,,
334,70094,2,144,84,138,60,1,,
334,70261,2,208,88,111,120,1,,
38155,70160,2,213,93,118,120,1,,
38155,70161,2,214,94,119,120,1,,
38671,70105,2,111,51,101,60,1,,
38671,Braintree,2,545,245,317,300,1,,
38671,Braintree-01,2,111,51,101,60,1,,
38671,Braintree-02,2,111,51,101,60,1,,
38671,MM-0109,2,545,245,317,300,1,,
38671,MM-0109-CS,2,545,245,317,300,1,,
38671,MM-0109-S,2,545,245,317,300,1,,
5072,5327,2,225,105,136,120,1,,
5072,53270,2,216,96,124,120,1,,
5072,70034,2,134,74,141,60,1,,
5072,70035,2,134,74,141,60,1,,
5072,Malden Center,2,369,69,146,300,1,,
5072,WR-0045-S,2,369,69,146,300,1,,
5104,70063,2,165,105,259,60,1,,
5104,70064,2,165,105,259,60,1,,
5271,70032,2,202,142,227,60,1,,
5271,70033,2,202,142,227,60,1,,
5327,5072,2,226,106,137,120,1,,
5327,53270,2,167,47,61,120,1,,
5327,70034,2,158,98,171,60,1,,
5327,70035,2,158,98,171,60,1,,
5327,Malden Center,2,382,82,162,300,1,,
5327,WR-0045-S,2,382,82,162,300,1,,
53270,5072,2,217,97,125,120,1,,
53270,5327,2,167,47,61,120,1,,
53270,70034,2,149,89,160,60,1,,
53270,70035,2,149,89,160,60,1,,
53270,Malden Center,2,373,73,150,300,1,,
53270,WR-0045-S,2,373,73,150,300,1,,
5666,70049,2,116,56,69,60,1,,
5666,70050,2,158,98,200,60,1,,
5740,57400,2,156,36,46,120,1,,
5740,70045,2,131,71,129,60,1,,
5740,70046,2,131,71,129,60,1,,
57400,5740,2,156,36,46,120,1,,
57400,70045,2,131,71,129,60,1,,
57400,70046,2,131,71,129,60,1,,
5879,15880,2,200,80,188,120,1,,
5879,5880,2,138,18,23,120,1,,
5879,70051,2,107,47,58,60,1,,
5879,70052,2,132,72,174,60,1,,
5880,15880,2,182,62,165,120,1,,
5880,5879,2,138,18,23,120,1,,
5880,70051,2,89,29,34,60,1,,
5880,70052,2,114,54,151,60,1,,
65,190,2,339,219,369,120,1,,
65471,190,2,259,139,373,120,1,,
65471,65,2,329,209,516,120,1,,
65471,70022,2,237,177,302,60,1,,
65471,70023,2,140,80,414,60,1,,
65471,70041,2,132,72,478,60,1,,
65471,70042,2,143,83,260,60,1,,
70001,10642,2,231,111,144,120,1,,
70001,875,2,200,80,157,120,1,,
70001,Forest Hills,2,359,119,214,240,1,,
70001,Forest Hills-01,2,71,11,14,60,1,,
70001,Forest Hills-02,2,71,11,14,60,1,,
70001,NEC-2237,2,359,119,214,240,1,,
70001,NEC-2237-03,2,359,119,214,240,1,,
70001,NEC-2237-05,2,359,119,214,240,1,,
70002,70003,2,116,56,72,60,1,,
70003,70002,2,116,56,72,60,1,,
70004,70005,2,117,57,74,60,1,,
70005,70004,2,116,56,72,60,1,,
70006,11531,2,165,45,116,120,1,,
70006,70007,2,115,55,72,60,1,,
70007,11531,2,165,45,116,120,1,,
70007,70006,2,115,55,72,60,1,,
70008,1222,2,262,142,233,120,1,,
70008,1357,2,195,75,148,120,1,,
70008,70009,2,148,88,114,60,1,,
70009,1222,2,262,142,233,120,1,,
70009,1357,2,195,75,148,120,1,,
70009,70008,2,148,88,114,60,1,,
70010,17861,2,167,47,137,120,1,,
70010,17862,2,167,47,197,120,1,,
70010,17863,2,179,59,212,120,1,,
70010,70011,2,75,15,19,60,1,,
70010,NEC-2265,2,284,44,133,240,1,,
70010,NEC-2265-01,2,291,51,192,240,1,,
70010,NEC-2265-02,2,375,135,311,240,1,,
70010,NEC-2265-03,2,291,51,192,240,1,,
70010,Ruggles,2,291,51,192,240,1,,
70010,Ruggles-01,2,291,51,192,240,1,,
70010,Ruggles-02,2,375,135,311,240,1,,
70010,Ruggles-03,2,291,51,192,240,1,,
70011,17861,2,167,47,137,120,1,,
70011,17862,2,167,47,197,120,1,,
70011,17863,2,179,59,212,120,1,,
70011,70010,2,75,15,19,60,1,,
70011,NEC-2265,2,284,44,133,240,1,,
70011,NEC-2265-01,2,291,51,192,240,1,,
70011,NEC-2265-02,2,375,135,311,240,1,,
70011,NEC-2265-03,2,291,51,192,240,1,,
70011,Ruggles,2,291,51,192,240,1,,
70011,Ruggles-01,2,291,51,192,240,1,,
70011,Ruggles-02,2,375,135,311,240,1,,
70011,Ruggles-03,2,291,51,192,240,1,,
70012,70013,2,125,65,84,60,1,,
70013,70012,2,125,65,84,60,1,,
70014,23391,2,205,85,146,120,1,,
70014,70015,2,74,14,18,60,1,,
70014,Back Bay,2,290,50,101,240,1,,
70014,Back Bay-01,2,314,74,184,240,1,,
70014,Back Bay-02,2,315,75,209,240,1,,
70014,Back Bay-03,2,314,74,184,240,1,,
70014,Back Bay-05,2,406,166,299,240,1,,
70014,Back Bay-07,2,406,166,299,240,1,,
70014,NEC-2276,2,290,50,101,240,1,,
70014,NEC-2276-01,2,314,74,184,240,1,,
70014,NEC-2276-02,2,315,75,209,240,1,,
70014,NEC-2276-03,2,314,74,184,240,1,,
70014,WML-0012-05,2,406,166,299,240,1,,
70014,WML-0012-07,2,406,166,299,240,1,,
70015,23391,2,205,85,146,120,1,,
70015,70014,2,74,14,18,60,1,,
70015,Back Bay,2,290,50,101,240,1,,
70015,Back Bay-01,2,314,74,184,240,1,,
70015,Back Bay-02,2,315,75,209,240,1,,
70015,Back Bay-03,2,314,74,184,240,1,,
70015,Back Bay-05,2,406,166,299,240,1,,
70015,Back Bay-07,2,406,166,299,240,1,,
70015,NEC-2276,2,290,50,101,240,1,,
70015,NEC-2276-01,2,314,74,184,240,1,,
70015,NEC-2276-02,2,315,75,209,240,1,,
70015,NEC-2276-03,2,314,74,184,240,1,,
70015,WML-0012-05,2,406,166,299,240,1,,
70015,WML-0012-07,2,406,166,299,240,1,,
70016,70017,2,156,96,208,60,1,,
70017,70016,2,156,96,208,60,1,,
70020,70021,2,138,78,,60,2,,
70020,70075,2,285,180,299,105,1,,
70020,70076,2,285,180,299,105,1,,
70020,70077,2,175,115,,60,2,,
70020,70078,2,171,111,,60,2,,
70020,70196,2,323,233,418,90,1,,
70020,70197,2,323,233,418,90,1,,
70020,70198,2,324,234,302,90,1,,
70020,70199,2,324,234,302,90,1,,
70020,70200,2,291,201,260,90,1,,
70020,71199,2,297,207,268,90,1,,
70021,70020,2,140,80,,60,2,,
70021,70075,2,322,217,,105,2,,
70021,70076,2,322,217,,105,2,,
70021,70077,2,204,144,341,60,1,,
70021,70078,2,145,85,159,60,1,,
70021,70196,2,361,271,,90,2,,
70021,70197,2,361,271,,90,2,,
70021,70198,2,361,271,,90,2,,
70021,70199,2,361,271,,90,2,,
70021,70200,2,328,238,,90,2,,
70021,71199,2,334,244,,90,2,,
70022,190,2,380,260,376,120,1,,
70022,70023,2,234,174,237,60,1,,
70022,70041,2,261,201,343,60,1,,
70022,70042,2,234,174,225,60,1,,
70023,190,2,269,149,276,120,1,,
70023,70022,2,213,153,200,60,1,,
70023,70041,2,115,55,71,60,1,,
70023,70042,2,124,64,125,60,1,,
70024,70025,2,100,40,172,60,1,,
70024,70203,2,169,79,212,90,1,,
70024,70204,2,169,79,212,90,1,,
70024,8310,2,208,88,264,120,1,,
70025,70024,2,90,30,158,60,1,,
70025,70203,2,170,80,214,90,1,,
70025,70204,2,170,80,214,90,1,,
70025,8310,2,208,88,173,120,1,,
70026,70027,2,120,60,104,60,1,,
70026,70205,2,132,42,64,90,1,,
70026,70206,2,106,16,13,90,1,,
70026,North Station,2,532,292,414,240,1,,
70027,70026,2,120,60,104,60,1,,
70027,70205,2,162,72,94,90,1,,
70027,70206,2,164,74,118,90,1,,
70027,North Station,2,555,315,444,240,1,,
70028,70029,2,101,41,52,60,1,,
70029,70028,2,101,41,52,60,1,,
70030,29001,2,153,33,43,120,1,,
70030,29002,2,153,33,43,120,1,,
70030,29003,2,146,26,34,120,1,,
70030,29004,2,146,26,34,120,1,,
70030,29005,2,146,26,34,120,1,,
70030,29006,2,146,26,34,120,1,,
70030,29007,2,147,27,35,120,1,,
70030,29008,2,140,20,26,120,1,,
70030,29009,2,140,20,26,120,1,,
70030,29010,2,140,20,26,120,1,,
70030,29011,2,140,20,26,120,1,,
70030,29012,2,140,20,26,120,1,,
70030,29013,2,140,20,26,120,1,,
70030,29014,2,140,20,26,120,1,,
70030,70031,2,66,6,8,60,1,,
70031,29001,2,153,33,43,120,1,,
70031,29002,2,153,33,43,120,1,,
70031,29003,2,146,26,34,120,1,,
70031,29004,2,146,26,34,120,1,,
70031,29005,2,146,26,34,120,1,,
70031,29006,2,146,26,34,120,1,,
70031,29007,2,147,27,35,120,1,,
70031,29008,2,140,20,26,120,1,,
70031,29009,2,140,20,26,120,1,,
70031,29010,2,140,20,26,120,1,,
70031,29011,2,140,20,26,120,1,,
70031,29012,2,140,20,26,120,1,,
70031,29013,2,140,20,26,120,1,,
70031,29014,2,140,20,26,120,1,,
70031,70030,2,66,6,8,60,1,,
70032,5271,2,283,163,257,120,1,,
70032,70033,2,65,5,6,60,1,,
70033,5271,2,283,163,257,120,1,,
70033,70032,2,65,5,6,60,1,,
70034,5072,2,176,56,121,120,1,,
70034,5327,2,199,79,151,120,1,,
70034,53270,2,190,70,139,120,1,,
70034,70035,2,76,16,21,60,1,,
70034,Malden Center,2,284,44,161,240,1,,
70034,WR-0045-S,2,284,44,161,240,1,,
70035,5072,2,176,56,121,120,1,,
70035,5327,2,199,79,151,120,1,,
70035,53270,2,190,70,139,120,1,,
70035,70034,2,76,16,21,60,1,,
70035,Malden Center,2,284,44,161,240,1,,
70035,WR-0045-S,2,284,44,161,240,1,,
70036,9328,2,227,107,185,120,1,,
70036,Oak Grove-01,2,65,5,6,60,1,,
70036,Oak Grove-02,2,65,5,6,60,1,,
70038,70838,2,82,22,28,60,1,,
70039,70040,2,69,9,12,60,1,,
70039,70201,2,138,48,106,90,1,,
70039,70202,2,124,34,88,90,1,,
70039,Government Center-Brattle,2,138,48,106,90,1,,
70040,70039,2,69,9,12,60,1,,
70040,70201,2,138,48,106,90,1,,
70040,70202,2,124,34,88,90,1,,
